molecule_chembl_id,canonical_smiles,bioactivity_class,value_uM
CHEMBL4242324,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(C[C@@H](Oc3ccc(-c4ccccc4)cc3)C(=O)O)cc2)cc1,Partial Agonist,25
CHEMBL4243327,O=C(O)[C@@H](Cc1ccc(-c2ccc(O[C@H](Cc3ccccc3)C(=O)O)cc2)cc1)Oc1ccc(-c2ccccc2)cc1,Partial Agonist,15
CHEMBL4248276,O=C(O)[C@@H](Cc1ccc(-c2ccccc2)cc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,0.89
CHEMBL191275,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,0.55
CHEMBL4237252,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,0.12
CHEMBL4247103,O=C(O)[C@H](Cc1ccc(-c2ccc(O[C@H](Cc3ccccc3)C(=O)O)cc2)cc1)Oc1ccc(-c2ccccc2)cc1,Partial Agonist,18
CHEMBL4251393,O=C(O)[C@H](Cc1ccc(-c2ccc(O[C@@H](Cc3ccccc3)C(=O)O)cc2)cc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,9.8
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.039
CHEMBL4237252,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,3.69
CHEMBL4237252,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,2.85
CHEMBL4237252,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)Oc1ccc(-c2ccccc2)cc1,Full Agonist,9.78
CHEMBL4279086,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,Full Agonist,0.3
CHEMBL4289768,COc1cc(C(=O)NS(=O)(=O)c2cccc(F)c2)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,Full Agonist,0.2
CHEMBL4294239,COc1cc(C(=O)NS(=O)(=O)c2cccc(C(F)(F)F)c2)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,Full Agonist,0.35
CHEMBL4286347,COc1cc(C(=O)NS(=O)(=O)c2cc(Cl)cc(Cl)c2)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,Full Agonist,0.74
CHEMBL4290919,COc1cc(C(=O)NS(=O)(=O)c2cccc(Cl)c2)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,Full Agonist,0.37
CHEMBL4280282,COc1cc(C(=O)NS(=O)(=O)c2cccc(Cl)c2)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,Full Agonist,0.14
CHEMBL48435,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,Full Agonist,0.23
CHEMBL4288574,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCCC3)cc12,Full Agonist,0.67
CHEMBL431348,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)NC3CCCC3)cc12,Full Agonist,2.49
CHEMBL603,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,Full Agonist,2.44
CHEMBL4286980,COc1cccc([C@@H](O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,Full Agonist,1.72
CHEMBL4276678,COc1cccc([C@H](O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,Full Agonist,0.172
CHEMBL4284250,CCc1ccc([C@@H](O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,1.74
CHEMBL4293295,CCc1ccc([C@H](O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,0.271
CHEMBL4291468,COc1cccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,Full Agonist,0.961
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,0.098
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.008
CHEMBL146624,CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,0.657
CHEMBL4288964,CCCCc1nc(C(C)C)c(CC(=S)N2CCCC2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,3.1
CHEMBL4291763,O=C(O)CS(=O)(=O)c1ccc(OCCCOc2cccc(Cl)c2)cc1,Partial Agonist,10
CHEMBL4284549,[2H]C([2H])(Cc1ccc(OCCCOc2cccc(Cl)c2)cc1)C(=O)O,Full Agonist,1.92
CHEMBL4295200,O=C(O)COc1ccc(OCCCOc2cccc(Cl)c2)cc1F,Full Agonist,3.17
CHEMBL4281724,Cc1cc(OCCCOc2ccc(-c3ccccc3)cc2)ccc1OCC(=O)O,Full Agonist,4.56
CHEMBL4289610,Cc1cc(OCCCOc2cccc(Cl)c2)ccc1OCC(=O)O,Full Agonist,1.54
CHEMBL4291932,O=C(O)C[C@@H]1COc2cc(OCCCOc3cccc(Cl)c3)ccc21,Full Agonist,1.43
CHEMBL4281316,O=C(O)CC1COc2cc(OCCCOc3ccc(-c4ccccc4)cc3)ccc21,Full Agonist,2.97
CHEMBL4288513,O=C(O)CC1COc2cc(OCCCOc3cccc(-c4ccccc4)c3)ccc21,Full Agonist,1.85
CHEMBL4277858,CC(C)(C)c1cccc(OCCOc2ccc3c(c2)OCC3CC(=O)O)c1,Full Agonist,2.03
CHEMBL4280212,CC(C)(C)c1cccc(OCCCOc2ccc3c(c2)OCC3CC(=O)O)c1,Full Agonist,1.75
CHEMBL4288124,O=C(O)CC1COc2cc(OCCCOc3cccc(Br)c3)ccc21,Full Agonist,1.67
CHEMBL4276781,O=C(O)CC1COc2cc(OCCCOc3cccc(Cl)c3)ccc21,Full Agonist,1.69
CHEMBL4284723,O=C(O)CC1COc2cc(OCCCOc3ccccc3F)ccc21,Full Agonist,2.67
CHEMBL4281988,Cc1ccc(OCCCOc2ccc3c(c2)OCC3CC(=O)O)cc1,Full Agonist,1.81
CHEMBL4292598,Cc1cccc(OCCCOc2ccc3c(c2)OCC3CC(=O)O)c1,Full Agonist,1.75
CHEMBL4292189,Cc1ccccc1OCCCOc1ccc2c(c1)OCC2CC(=O)O,Full Agonist,2.02
CHEMBL4284280,O=C(O)CC1COc2cc(OCCCOc3ccccc3)ccc21,Full Agonist,5.26
CHEMBL4288770,O=C(O)CC1COc2cc(OCCOc3ccccc3)ccc21,Full Agonist,7.75
CHEMBL374234,O=C(O)C[C@@H]1CCc2cc(OCCCOc3ccccc3)ccc21,Partial Agonist,10
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.12
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,0.1
CHEMBL3358036,C=C[C@@H](O)C#CC#C[C@H](/C=C\CCCCCCC)OC(=O)/C=C/c1ccc(O)c(OC)c1,Full Agonist,1.2
CHEMBL4452865,CCCCc1nc(C)c(CC(=O)OC2CC2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,3.31
CHEMBL4443588,CCCCc1nc(C)c(CC(=O)OCC(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1.53
CHEMBL4589453,CCCCOC(=O)Cc1c(C)nc(CCCC)n(Cc2ccc(-c3ccccc3-c3noc(=O)[nH]3)cc2)c1=O,Full Agonist,2.25
CHEMBL4521388,CCCCc1nc(C)c(CC(=O)OC(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1.66
CHEMBL4436393,CCCCc1nc(C)c(CC(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,7.36
CHEMBL4591405,CC#CCOC(=O)Cc1c(C(C)C)nc(CCCC)n(Cc2ccc(-c3ccccc3-c3noc(=O)[nH]3)cc2)c1=O,Full Agonist,1.06
CHEMBL4542891,CCCCc1nc(C(C)C)c(CC(=O)OC2CCCCC2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,0.73
CHEMBL4517263,CCCCc1nc(C(C)C)c(CC(=O)OC2CC2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1.36
CHEMBL4472191,CCCCc1nc(C(C)C)c(CC(=O)OCC(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1.23
CHEMBL4574542,CCCCCOC(=O)Cc1c(C(C)C)nc(CCCC)n(Cc2ccc(-c3ccccc3-c3noc(=O)[nH]3)cc2)c1=O,Full Agonist,1.09
CHEMBL4567211,CCCCOC(=O)Cc1c(C(C)C)nc(CCCC)n(Cc2ccc(-c3ccccc3-c3noc(=O)[nH]3)cc2)c1=O,Full Agonist,1
CHEMBL4537335,CCCCc1nc(C(C)C)c(CC(=O)OCCC)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1.5
CHEMBL4535401,CCCCc1nc(C(C)C)c(CC(=O)OCC(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,2.78
CHEMBL4531918,CCCCc1nc(C(C)C)c(CC(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,2.62
CHEMBL4592935,CCCCc1nc(C(C)C)c(CC(=O)O)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Partial Agonist,10.3
CHEMBL4546437,CCCCc1nc(C(C)C)c(CC(=O)OCC)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1.73
CHEMBL4444760,CCCCC1=NC(C(C)C)=C(CC(=S)N2CCCC2)CN1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,3.1
CHEMBL4520827,CCCCC1=NC(C)=C(CC(=S)N(C)C)CN1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Full Agonist,0.46
CHEMBL4453360,CCCCc1nc(C2CC2)c(CC(=O)OC(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,2.72
CHEMBL4527893,CCCCc1nc(C2CC2)c(CC(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,2.36
CHEMBL4463602,CC#CCOC(=O)Cc1c(C)nc(CCCC)n(Cc2ccc(-c3ccccc3-c3noc(=O)[nH]3)cc2)c1=O,Full Agonist,2.53
CHEMBL4466241,CCCCc1nc(C)c(CC(=O)OCC2CCCCC2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1.32
CHEMBL4469751,CCCCc1nc(C)c(CC(=O)OCC2CC2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1.81
CHEMBL4456647,CCCCc1nc(C)c(CC(=O)OC2CCCCC2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1
CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,Partial Agonist,300
CHEMBL981,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Partial Agonist,300
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,0.97
CHEMBL230158,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,Full Agonist,5
CHEMBL4237449,COc1ccc(COc2ccc(CNc3cccc(C(=O)O)c3)cc2)cc1,Partial Agonist,100
CHEMBL4564731,O=C(O)c1cccc(NCc2ccc(OCc3ccc(F)cc3)cc2)c1,Partial Agonist,100
CHEMBL4466987,O=C(O)c1cccc(NCc2ccc(OCc3ccc(F)cc3F)cc2)c1,Partial Agonist,100
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.28
CHEMBL4454550,O=C(O)c1cc(F)cc(NCc2ccc(OCc3ccc(F)cc3)cc2)c1,Partial Agonist,100
CHEMBL4476782,O=C(O)c1cc(Br)cc(NCc2ccc(OCc3ccc(F)cc3)cc2)c1,Partial Agonist,100
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,2.02
CHEMBL4446679,CCCCCCC(Sc1nc2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2s1)C(=O)O,Full Agonist,4.3
CHEMBL4519376,CCCCCCC(Sc1nc2ccc(NC(=O)c3ccccc3)cc2s1)C(=O)O,Full Agonist,4.9
CHEMBL4560767,CCCCC(Sc1nc2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2s1)C(=O)O,Full Agonist,3.7
CHEMBL4460166,CCCCCCC(Sc1nc2ccc(NCc3ccc(C(C)(C)C)cc3)cc2s1)C(=O)O,Full Agonist,3.7
CHEMBL4586557,CCCCCCC(Sc1nc2ccc(NCc3ccccc3)cc2s1)C(=O)O,Full Agonist,1.7
CHEMBL4548480,CCCCCCC(Sc1nc2ccc(NCc3ccc(Cl)cc3)cc2s1)C(=O)O,Full Agonist,2.4
CHEMBL4443192,CCCCCCC(Sc1nc2ccc(NCc3ccc(C(F)(F)F)cc3)cc2s1)C(=O)O,Full Agonist,1.8
CHEMBL4464538,CCCCCCC(Sc1nc2ccc(NCc3ccc(-c4ccccc4)cc3)cc2s1)C(=O)O,Full Agonist,0.77
CHEMBL4483378,CCCCCCC(Sc1nc2ccc(NCc3cccc(Cl)c3)cc2s1)C(=O)O,Full Agonist,1.5
CHEMBL4446031,CCCCCCC(Sc1nc2ccc(NCc3ccc(Cl)c(Cl)c3)cc2s1)C(=O)O,Full Agonist,2.8
CHEMBL4546798,CCCCCCC(Sc1nc2ccc(NCc3cc(Cl)cc(Cl)c3)cc2s1)C(=O)O,Full Agonist,2.9
CHEMBL4541281,CCCCCCC(Sc1nc2ccc(NCc3ccc4ccccc4c3)cc2s1)C(=O)O,Full Agonist,3
CHEMBL4571498,CCCCCCC(Sc1nc2ccc(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)cc2s1)C(=O)O,Full Agonist,0.7
CHEMBL4445012,CCCCCCC(Sc1nc2ccc(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)cc2s1)C(=O)O,Full Agonist,0.26
CHEMBL4474407,CCCCCCC(Sc1nc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2s1)C(=O)O,Full Agonist,0.05
CHEMBL4466709,CCCCCCC(Sc1nc2ccc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2s1)C(=O)O,Full Agonist,0.0022
CHEMBL4471421,CCCCCC[C@H](Sc1nc2ccc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2s1)C(=O)O,Full Agonist,0.16
CHEMBL4445084,CCCCCC[C@@H](Sc1nc2ccc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2s1)C(=O)O,Full Agonist,0.0016
CHEMBL402063,C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,Partial Agonist,100
CHEMBL434063,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,Full Agonist,0.012
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,1.4
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,4.28
CHEMBL1214744,CCCc1nc2ccccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,7.22
CHEMBL4435043,CCCc1nc2c(F)cccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,8.66
CHEMBL4552317,CCCc1nc2c(Cl)cccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,8.67
CHEMBL4587597,CCCc1nc2c(Br)cccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Full Agonist,8.25
CHEMBL4466036,CCCc1nc2c(C)cccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Partial Agonist,11.1
CHEMBL4538895,CCCc1nc2c(C(F)(F)F)cccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Partial Agonist,12.1
CHEMBL3437087,CCCOc1cc(C)c2c(c1C)C[C@H]([C@H](C)C(=O)O)CC2,Partial Agonist,15
CHEMBL4458573,O=C(O)[C@@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,Full Agonist,4.8
CHEMBL3341939,O=C(O)[C@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,Full Agonist,7.6
CHEMBL4458573,O=C(O)[C@@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1,Partial Agonist,11
CHEMBL4297626,Cn1nc(C(=O)N(Cc2ccccc2)Cc2ccc(C(=O)O)cc2)c2c1-c1cc(Cl)ccc1OC2,Partial Agonist,30
CHEMBL4297626,Cn1nc(C(=O)N(Cc2ccccc2)Cc2ccc(C(=O)O)cc2)c2c1-c1cc(Cl)ccc1OC2,Partial Agonist,10
CHEMBL4587922,CCCCNC(=O)CN1C(=O)S/C(=C/c2ccc(Cl)cc2)C1=O,Full Agonist,5.9
CHEMBL1267,CC(O)c1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,2.1
CHEMBL1267,CC(O)c1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Agonist,1.3
CHEMBL295416,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,Partial Agonist,54
CHEMBL454691,Cc1cccc(Nc2cc(Cl)nc(SC(C)C(=O)O)n2)c1C,Partial Agonist,13
CHEMBL512563,Cc1cccc(Nc2cc(Cl)nc(SC(C)(C)C(=O)O)n2)c1C,Partial Agonist,13
CHEMBL4536821,CCC(Sc1nc(Cl)cc(Nc2cccc(C)c2C)n1)C(=O)O,Partial Agonist,12
CHEMBL491950,CCCC(Sc1nc(Cl)cc(Nc2cccc(C)c2C)n1)C(=O)O,Full Agonist,5.5
CHEMBL459972,CCCCC(Sc1nc(Cl)cc(Nc2cccc(C)c2C)n1)C(=O)O,Full Agonist,3
CHEMBL461409,Cc1cccc(Nc2cc(Cl)nc(SC(C(=O)O)c3ccccc3)n2)c1C,Partial Agonist,30
CHEMBL88917,Cc1cccc(Nc2ccnc(SCC(=O)O)n2)c1C,Partial Agonist,36
CHEMBL4459701,Cc1cccc(Nc2cc(Br)nc(SCC(=O)O)n2)c1C,Partial Agonist,13.2
CHEMBL4439891,Cc1cccc(Nc2cc(Cl)nc(OCCC(=O)O)n2)c1C,Partial Agonist,14
CHEMBL4471255,Cc1ccccc1Nc1cc(Cl)nc(SCC(=O)O)n1,Partial Agonist,33
CHEMBL4514313,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1,Partial Agonist,28
CHEMBL459521,O=C(O)CSc1nc(Cl)cc(Nc2cccc3c2CCC3)n1,Partial Agonist,38
CHEMBL4575123,O=C(O)CSc1nc(Cl)cc(Nc2cccc3c2CCCC3)n1,Full Agonist,2.1
CHEMBL4443400,Cc1c(Cl)ccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,Partial Agonist,49
CHEMBL4533202,Cc1c(Br)ccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,Partial Agonist,52
CHEMBL4458208,O=C(O)CSc1nc(Cl)cc(Nc2ccc(Cl)c3c2CCC3)n1,Full Agonist,3.1
CHEMBL4579901,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1ccc2c(c1)OC[C@H]2CC(=O)O,Partial Agonist,10
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.26
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,0.04
CHEMBL4449760,CC(C)(Oc1ccc(OCCc2ccc(/N=N/c3ccccc3)cc2)cc1)C(=O)O,Full Agonist,6
CHEMBL4550608,CCCCc1nc(C(C)C)c(Cc2nc(C)no2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1.05
CHEMBL4546069,CCCCc1nc(C)c(Cc2nc(C(C)(C)C)no2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,0.28
CHEMBL4465311,CCCCc1nc(C(C)C)c(Cc2nc(C(C)(C)C)no2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,0.59
CHEMBL4435259,CCCCc1nc(C)c(Cc2nc(C3CC3)no2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,4.25
CHEMBL4556396,CCCCc1nc(C(C)C)c(Cc2nc(C3CC3)no2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,2.55
CHEMBL4464717,CCCCc1nc(C)c(Cc2nc(Cc3ccccc3)no2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1.75
CHEMBL4463957,CCCCc1nc(C(C)C)c(Cc2nc(Cc3ccccc3)no2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1.14
CHEMBL4448988,CCCCc1nc(C)c(Cc2nc(Cc3ccc(F)cc3)no2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,2.41
CHEMBL4447835,CCCCc1nc(C(C)C)c(Cc2nc(Cc3ccc(F)cc3)no2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1.48
CHEMBL4444888,CCCCc1nc(C)c(Cc2nc(C(C)C)no2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1.32
CHEMBL4468637,CCCCc1nc(C)c(Cc2nc(Cc3cccc(F)c3)no2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1.39
CHEMBL4440354,CCCCc1nc(C)c(Cc2nc(Cc3cc(F)cc(F)c3)no2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,1.38
CHEMBL4468084,CCCCc1nc(C)c(Cc2nc(CCOC)no2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,4.21
CHEMBL4541559,CCCCc1nc(C)c(Cc2nc(COC)no2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Agonist,3.39
CHEMBL4537625,CC(C)(C)Cc1cc(-c2onc([C@@H](CCC(=O)[O-])CC(=O)Nc3ccc(Cl)cc3Cl)c2C2CC2)no1.[Na+],Partial Agonist,20
CHEMBL4079448,CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Full Agonist,5.31
CHEMBL431733,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Full Agonist,2.94
CHEMBL200732,CNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Full Agonist,4.64
CHEMBL434063,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,Full Agonist,0.13
CHEMBL434063,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,Full Agonist,0.11
CHEMBL408,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,Full Agonist,2
CHEMBL69018,C=C[C@@H](O)C#CC#C[C@@H](O)/C=C\CCCCCCC,Full Agonist,3.2
CHEMBL127671,CCCCCC1=CC(=O)C2=C(OC(C)(C)c3ccc(C)cc32)C1=O,Partial Agonist,23.1
CHEMBL4635276,C=C(C)[C@@H]1CCC(C)=C[C@H]1C1=C(O)C(=O)C(CCCCC)=CC1=O,Partial Agonist,10.5
CHEMBL4636188,CCCCCC1=CC(=O)C2=C(OC(C)(CCC=C(C)C)C=C2)C1=O,Partial Agonist,14.7
CHEMBL4636830,CCCCCC1=CC(=O)C(C/C=C(\C)CCC=C(C)C)=C(O)C1=O,Full Agonist,4.9
CHEMBL190461,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,Partial Agonist,25
CHEMBL422704,CCCCCc1cc(O)c2c(c1)OC(C)(CCC=C(C)C)C=C2,Partial Agonist,25
CHEMBL497318,CCCCCc1cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c1,Partial Agonist,15.7
CHEMBL74415,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,Partial Agonist,25
CHEMBL123749,C/C(=N\OCCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(-c2ccccc2)nc1,Full Agonist,0.19
CHEMBL1624,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,Partial Agonist,12
CHEMBL1544,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,Full Agonist,5.8
CHEMBL1743304,N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,Full Agonist,3.8
CHEMBL549748,O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,Full Agonist,0.1
CHEMBL41632,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,Full Agonist,0.37
CHEMBL4638870,N[C@@H](Cc1cc(Br)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,Partial Agonist,12.9
CHEMBL4637025,O=C(O)Cc1cc(Br)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,Full Agonist,0.3
CHEMBL111217,CC(/C=C/C(F)=C(/C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1OCC(F)F)=C\C(=O)O,Full Agonist,0.063
CHEMBL111217,CC(/C=C/C(F)=C(/C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1OCC(F)F)=C\C(=O)O,Full Agonist,0.0064
CHEMBL130231,CCC(C)(C)c1cc(/C(C)=C(F)\C=C\C(C)=C\C(=O)O)c(OCC(F)F)c(C(C)(C)CC)c1,Full Agonist,0.051000003
